GID_date,Period_number,Period,Sub_period,Start_date,End_date,Confidence_in_date
89982,4,Bronze Age,Beaker/Chalcolithic,-2290,-1970,Y
89983,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89984,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89985,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89986,4,Bronze Age,Beaker/Chalcolithic,-2459,-2201,Y
89987,4,Bronze Age,Beaker/Chalcolithic,-2459,-2201,Y
89988,4,Bronze Age,Beaker/Chalcolithic,-2459,-2201,Y
89989,4,Bronze Age,Beaker/Chalcolithic,-2459,-2201,Y
89990,4,Bronze Age,Beaker/Chalcolithic,-2459,-2201,Y
89991,4,Bronze Age,Beaker/Chalcolithic,-2459,-2201,Y
89992,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89993,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89994,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90000,2,Neolithic,Middle Neolithic,-3400,-2901,Y
90001,2,Neolithic,Middle Neolithic,-3300,-2901,Y
90002,2,Neolithic,Middle Neolithic,-3300,-2901,Y
90003,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90004,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90005,5,Bronze Age,Early Bronze Age,-1950,-1750,Y
90006,5,Bronze Age,Early Bronze Age,-1935,-1756,Y
90007,5,Bronze Age,Early Bronze Age,-1950,-1750,Y
90008,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90009,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90010,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90011,5,Bronze Age,Early Bronze Age,-1900,-1701,Y
90012,5,Bronze Age,Early Bronze Age,-1900,-1701,Y
90013,5,Bronze Age,Early Bronze Age,-1900,-1701,Y
90014,5,Bronze Age,Early Bronze Age,-1900,-1701,Y
90015,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90016,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90017,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90018,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90019,5,Bronze Age,Early Bronze Age,-1950,-1701,Y
90020,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90021,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90022,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90023,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90024,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90025,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90026,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90027,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90028,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90029,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90030,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90031,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90032,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90033,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90034,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90035,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90036,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90037,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90038,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90039,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90040,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90041,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90042,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90043,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90044,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90045,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90046,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90047,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90048,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90049,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90051,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90052,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90053,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90054,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90055,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90056,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90057,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90058,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90059,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90060,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90061,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90062,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90063,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90064,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90065,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90066,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90067,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90068,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90069,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90070,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90071,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90072,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90073,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90074,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90075,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90076,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90077,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90078,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90079,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90085,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90086,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90087,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90088,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90089,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90090,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90091,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90092,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90093,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90094,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90095,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90097,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90099,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90100,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90101,13,Bronze Age,n/a,-2450,-801,Y
90102,13,Bronze Age,n/a,-2450,-801,Y
90103,13,Bronze Age,n/a,-2450,-801,Y
90106,5,Bronze Age,Early Bronze Age,-2200,-1890,Y
90107,5,Bronze Age,Early Bronze Age,-2200,-1890,Y
90108,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90109,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90110,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
90111,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90112,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
90113,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
90114,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90115,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90121,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90122,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90123,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90127,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90128,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90133,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90136,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90143,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90144,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90210,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90211,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90218,10,Iron Age,Late Iron Age,-100,50,Y
90219,10,Iron Age,Late Iron Age,-100,175,Y
90220,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90221,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90223,14,Iron Age,n/a,-800,42,Y
90224,14,Iron Age,n/a,-800,42,Y
90225,13,Bronze Age,n/a,-2450,-801,Y
90228,13,Bronze Age,n/a,-2450,-801,Y
90229,13,Bronze Age,n/a,-2450,-801,Y
90235,13,Bronze Age,n/a,-2450,-801,Y
90236,13,Bronze Age,n/a,-2450,-801,Y
90237,13,Bronze Age,n/a,-2450,-801,Y
90238,5,Bronze Age,Early Bronze Age,-2050,-1750,Y
90239,5,Bronze Age,Early Bronze Age,-2050,-1750,Y
90240,5,Bronze Age,Early Bronze Age,-2050,-1750,Y
90241,5,Bronze Age,Early Bronze Age,-2000,-1750,Y
90242,5,Bronze Age,Early Bronze Age,-2000,-1750,Y
90243,5,Bronze Age,Early Bronze Age,-2000,-1750,Y
90244,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90245,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90246,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90247,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90248,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90249,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90250,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90251,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90252,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90253,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90254,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90255,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90260,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90261,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90262,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90263,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90264,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90266,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90267,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90268,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90269,13,Bronze Age,n/a,-2450,-1201,Y
90270,6,Bronze Age,Middle Bronze Age,-1600,-1320,Y
90271,1,Neolithic,Early Neolithic,-4000,-3301,Y
90272,1,Neolithic,Early Neolithic,-4000,-3301,Y
90273,1,Neolithic,Early Neolithic,-4000,-3301,Y
90274,3,Neolithic,Late Neolithic,-2900,-2451,N
90275,3,Neolithic,Late Neolithic,-2900,-2451,N
90277,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90278,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90279,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90280,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90281,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90282,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90283,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90284,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90285,5,Bronze Age,Early Bronze Age,-2200,-1601,Y
90286,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90287,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90288,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90289,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90290,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90291,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90292,13,Bronze Age,n/a,-2450,-1601,Y
90293,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90294,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90295,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90296,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90297,5,Bronze Age,Early Bronze Age,-2200,-1601,Y
90298,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90299,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90300,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90301,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90302,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90303,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90304,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90305,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90306,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90310,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90311,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90312,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90317,13,Bronze Age,n/a,-2450,-801,Y
90318,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90319,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90320,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90321,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90322,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90323,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90324,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90325,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90326,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90327,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90328,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90329,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90330,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90331,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90332,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
90333,13,Bronze Age,n/a,-2450,-801,Y
90337,13,Bronze Age,n/a,-2450,-801,Y
90338,13,Bronze Age,n/a,-2450,-801,Y
90339,13,Bronze Age,n/a,-2450,-801,Y
90340,13,Bronze Age,n/a,-2450,-801,Y
90342,13,Bronze Age,n/a,-2450,-801,Y
90343,13,Bronze Age,n/a,-2450,-801,Y
90344,13,Bronze Age,n/a,-2450,-801,Y
90345,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90346,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90347,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90348,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90349,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90350,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90351,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90352,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90353,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90354,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90355,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90356,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90357,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90358,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90359,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90360,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90361,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90362,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90363,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90364,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90365,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90366,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90367,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90368,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90369,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90370,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90371,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90372,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90373,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
90374,13,Bronze Age,n/a,-2450,-801,Y
90375,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90376,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90377,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90378,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90379,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90380,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90381,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90382,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90383,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90384,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90385,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90386,13,Bronze Age,n/a,-2450,-801,Y
90387,13,Bronze Age,n/a,-2450,-801,Y
90388,13,Bronze Age,n/a,-2450,-801,Y
90389,13,Bronze Age,n/a,-2450,-801,Y
90390,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90391,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90392,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90395,16,Bronze Age/Iron Age,n/a,-2450,42,Y
90397,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90398,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90399,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90401,13,Bronze Age,n/a,-2450,-801,Y
90402,13,Bronze Age,n/a,-2450,-801,Y
90403,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90404,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90405,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90406,13,Bronze Age,n/a,-2450,-801,Y
90407,13,Bronze Age,n/a,-2450,-801,Y
90408,13,Bronze Age,n/a,-2450,-801,Y
90409,13,Bronze Age,n/a,-2450,-801,Y
90410,13,Bronze Age,n/a,-2450,-801,Y
90411,13,Bronze Age,n/a,-2450,-801,Y
90412,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90413,13,Bronze Age,n/a,-2450,-801,Y
90414,13,Bronze Age,n/a,-2450,-801,Y
90415,13,Bronze Age,n/a,-2450,-801,Y
90416,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90417,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90418,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90419,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90420,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90421,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90422,13,Bronze Age,n/a,-2450,-801,Y
90423,13,Bronze Age,n/a,-2450,-801,Y
90424,13,Bronze Age,n/a,-2450,-801,Y
90425,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90426,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90427,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90428,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90429,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90430,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90431,13,Bronze Age,n/a,-2450,-801,Y
90432,13,Bronze Age,n/a,-2450,-801,Y
90433,13,Bronze Age,n/a,-2450,-801,Y
90434,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90435,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90436,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90437,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90438,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90439,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90440,13,Bronze Age,n/a,-2450,-801,Y
90441,13,Bronze Age,n/a,-2450,-801,Y
90442,13,Bronze Age,n/a,-2450,-801,Y
90443,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90444,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90445,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90446,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90447,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90448,9,Iron Age,Middle Iron Age,-400,-101,Y
90449,9,Iron Age,Middle Iron Age,-400,-101,Y
90450,9,Iron Age,Middle Iron Age,-400,-101,Y
90451,9,Iron Age,Middle Iron Age,-400,-101,Y
90452,9,Iron Age,Middle Iron Age,-400,-101,Y
90453,9,Iron Age,Middle Iron Age,-400,-101,Y
90454,9,Iron Age,Middle Iron Age,-400,-101,Y
90455,9,Iron Age,Middle Iron Age,-400,-101,Y
90456,9,Iron Age,Middle Iron Age,-400,-101,Y
90457,9,Iron Age,Middle Iron Age,-400,-101,Y
90458,9,Iron Age,Middle Iron Age,-400,-101,Y
90459,9,Iron Age,Middle Iron Age,-400,-101,Y
90460,9,Iron Age,Middle Iron Age,-400,-101,Y
90461,9,Iron Age,Middle Iron Age,-400,-101,Y
90462,9,Iron Age,Middle Iron Age,-400,-101,Y
90463,9,Iron Age,Middle Iron Age,-400,-101,Y
90466,13,Bronze Age,n/a,-2450,-801,Y
90467,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90468,13,Bronze Age,n/a,-2450,-801,Y
90469,13,Bronze Age,n/a,-2450,-801,Y
90470,13,Bronze Age,n/a,-2450,-801,Y
90471,13,Bronze Age,n/a,-2450,-801,Y
90472,13,Bronze Age,n/a,-2450,-801,Y
90473,13,Bronze Age,n/a,-2450,-801,Y
90474,13,Bronze Age,n/a,-2450,-801,Y
90475,13,Bronze Age,n/a,-2450,-801,Y
90476,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90477,13,Bronze Age,n/a,-2450,-801,Y
90478,13,Bronze Age,n/a,-2450,-801,Y
90479,13,Bronze Age,n/a,-2450,-801,Y
90480,13,Bronze Age,n/a,-2450,-801,Y
90481,13,Bronze Age,n/a,-2450,-801,Y
90482,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90483,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90484,13,Bronze Age,n/a,-2450,-801,Y
90485,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90486,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90487,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90488,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90489,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90490,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90491,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90492,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90493,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90494,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90495,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90496,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90497,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90498,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90499,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90500,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90501,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90502,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90503,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90504,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90505,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90506,13,Bronze Age,n/a,-2450,-801,Y
90507,13,Bronze Age,n/a,-2450,-801,Y
90508,13,Bronze Age,n/a,-2450,-801,Y
90509,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90510,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90511,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90512,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90513,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90514,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90515,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90516,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
90517,13,Bronze Age,n/a,-2450,-1601,Y
90518,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90519,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90520,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90521,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90522,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90523,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90524,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90525,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90526,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90527,5,Bronze Age,Early Bronze Age,-1750,-1501,Y
90528,7,Bronze Age,Late Bronze Age,-1150,-801,Y
90529,7,Bronze Age,Late Bronze Age,-1150,-801,Y
90531,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90532,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90533,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90534,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90535,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90536,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90538,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
90539,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90540,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90541,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90542,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90543,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90544,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90545,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90546,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90547,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90548,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90549,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90550,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90551,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90552,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90553,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90554,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90555,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90556,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90557,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90558,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90559,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90560,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90561,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90562,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
90563,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
