GID_date,Period_number,Period,Sub_period,Start_date,End_date,Confidence_in_date
89364,12,Neolithic,n/a,-3600,-2651,Y
89365,12,Neolithic,n/a,-3600,-2651,Y
89366,12,Neolithic,n/a,-3600,-2651,Y
89367,12,Neolithic,n/a,-3600,-2651,Y
89368,12,Neolithic,n/a,-3600,-2651,Y
89369,12,Neolithic,n/a,-3600,-2651,Y
89370,12,Neolithic,n/a,-3600,-2651,Y
89371,12,Neolithic,n/a,-3600,-2651,Y
89372,12,Neolithic,n/a,-3600,-2651,Y
89373,12,Neolithic,n/a,-3600,-2651,Y
89374,12,Neolithic,n/a,-3600,-2651,Y
89375,12,Neolithic,n/a,-3600,-2651,Y
89377,12,Neolithic,n/a,-3600,-2651,Y
89378,12,Neolithic,n/a,-3600,-2651,Y
89379,12,Neolithic,n/a,-3600,-2651,Y
89380,12,Neolithic,n/a,-3600,-2651,Y
89381,12,Neolithic,n/a,-3600,-2651,Y
89383,12,Neolithic,n/a,-3600,-2651,Y
89384,12,Neolithic,n/a,-3600,-2651,Y
89385,12,Neolithic,n/a,-3600,-2651,Y
89386,12,Neolithic,n/a,-3600,-2651,Y
89387,12,Neolithic,n/a,-3600,-2651,Y
89388,12,Neolithic,n/a,-3600,-2651,Y
89389,12,Neolithic,n/a,-3600,-2651,Y
89390,12,Neolithic,n/a,-3600,-2651,Y
89391,12,Neolithic,n/a,-3600,-2651,Y
89392,12,Neolithic,n/a,-3600,-2651,Y
89393,12,Neolithic,n/a,-3600,-2651,Y
89394,12,Neolithic,n/a,-3600,-2651,Y
89395,12,Neolithic,n/a,-3600,-2651,Y
89396,12,Neolithic,n/a,-3600,-2651,Y
89397,12,Neolithic,n/a,-3600,-2651,Y
89398,12,Neolithic,n/a,-3600,-2651,Y
89399,12,Neolithic,n/a,-3600,-2651,Y
89400,12,Neolithic,n/a,-3600,-2651,Y
89401,12,Neolithic,n/a,-3600,-2651,Y
89402,12,Neolithic,n/a,-3600,-2361,Y
89403,12,Neolithic,n/a,-3600,-2651,Y
89412,12,Neolithic,n/a,-3600,-2651,Y
89414,12,Neolithic,n/a,-3600,-2651,Y
89415,12,Neolithic,n/a,-3600,-2651,Y
89416,12,Neolithic,n/a,-3600,-2651,Y
89417,12,Neolithic,n/a,-3600,-2651,Y
89418,12,Neolithic,n/a,-3600,-2651,Y
89419,12,Neolithic,n/a,-3600,-2651,Y
89420,12,Neolithic,n/a,-3600,-2651,Y
89421,12,Neolithic,n/a,-3600,-2651,Y
89422,12,Neolithic,n/a,-3600,-2651,Y
89424,12,Neolithic,n/a,-3600,-2651,Y
89425,12,Neolithic,n/a,-3600,-2651,Y
89426,12,Neolithic,n/a,-3600,-2651,Y
89427,12,Neolithic,n/a,-3600,-2651,Y
89428,12,Neolithic,n/a,-2651,-2451,Y
89429,12,Neolithic,n/a,-3600,-2651,Y
89430,12,Neolithic,n/a,-3600,-2651,Y
89431,12,Neolithic,n/a,-3600,-2651,Y
89432,12,Neolithic,n/a,-3600,-2651,Y
89433,12,Neolithic,n/a,-3600,-2651,Y
89437,12,Neolithic,n/a,-3600,-2651,Y
89438,12,Neolithic,n/a,-3600,-2651,Y
89441,12,Neolithic,n/a,-3600,-2651,Y
89442,12,Neolithic,n/a,-3600,-2651,Y
89445,12,Neolithic,n/a,-3600,-2651,Y
89446,12,Neolithic,n/a,-3600,-2651,Y
89447,12,Neolithic,n/a,-3600,-2651,Y
89448,12,Neolithic,n/a,-3600,-2651,Y
89449,12,Neolithic,n/a,-3600,-2651,Y
89450,12,Neolithic,n/a,-3600,-2651,Y
89451,12,Neolithic,n/a,-3600,-2651,Y
89452,12,Neolithic,n/a,-3600,-2651,Y
89453,12,Neolithic,n/a,-3600,-2651,Y
89454,12,Neolithic,n/a,-3600,-2651,Y
89455,12,Neolithic,n/a,-3600,-2651,Y
89456,12,Neolithic,n/a,-3600,-2651,Y
89457,12,Neolithic,n/a,-3600,-2651,Y
89458,12,Neolithic,n/a,-3600,-2651,Y
89459,12,Neolithic,n/a,-3600,-2651,Y
89460,12,Neolithic,n/a,-3600,-2651,Y
89461,12,Neolithic,n/a,-3600,-2651,Y
89462,12,Neolithic,n/a,-3600,-2651,Y
89463,12,Neolithic,n/a,-3600,-2651,Y
89464,12,Neolithic,n/a,-3600,-2651,Y
89465,12,Neolithic,n/a,-3600,-2651,Y
89466,12,Neolithic,n/a,-3600,-2651,Y
89467,12,Neolithic,n/a,-3600,-2651,Y
89468,12,Neolithic,n/a,-3600,-2651,Y
89469,12,Neolithic,n/a,-3600,-2651,Y
89470,12,Neolithic,n/a,-3600,-2651,Y
89471,12,Neolithic,n/a,-3600,-2651,Y
89472,12,Neolithic,n/a,-3600,-2651,Y
89473,12,Neolithic,n/a,-3600,-2651,Y
89474,3,Neolithic,Late Neolithic,-2900,-2451,Y
89475,3,Neolithic,Late Neolithic,-2900,-2451,Y
89476,3,Neolithic,Late Neolithic,-2900,-2451,Y
89477,3,Neolithic,Late Neolithic,-2900,-2451,Y
89478,3,Neolithic,Late Neolithic,-2900,-2451,Y
89479,3,Neolithic,Late Neolithic,-2900,-2451,Y
89482,3,Neolithic,Late Neolithic,-2900,-2451,Y
89483,3,Neolithic,Late Neolithic,-2900,-2451,Y
89486,3,Neolithic,Late Neolithic,-2900,-2451,Y
89488,3,Neolithic,Late Neolithic,-2900,-2451,Y
89490,3,Neolithic,Late Neolithic,-2900,-2451,Y
89492,3,Neolithic,Late Neolithic,-2900,-2451,Y
89493,3,Neolithic,Late Neolithic,-2900,-2451,Y
89494,3,Neolithic,Late Neolithic,-2900,-2451,Y
89495,3,Neolithic,Late Neolithic,-2900,-2451,Y
89498,3,Neolithic,Late Neolithic,-2900,-2451,Y
89500,3,Neolithic,Late Neolithic,-2900,-2451,Y
89507,3,Neolithic,Late Neolithic,-2900,-2451,Y
89508,3,Neolithic,Late Neolithic,-2900,-2451,Y
89514,3,Neolithic,Late Neolithic,-2900,-2451,Y
89515,3,Neolithic,Late Neolithic,-2900,-2451,Y
89516,3,Neolithic,Late Neolithic,-2900,-2451,Y
89525,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89527,5,Bronze Age,Early Bronze Age,-1700,-1501,Y
89529,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89531,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89533,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89535,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89537,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
89538,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
84307,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
89542,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89546,5,Bronze Age,Early Bronze Age,-2200,-2001,Y
89547,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89548,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89549,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89550,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89551,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89555,12,Neolithic,n/a,-3350,-2451,Y
89556,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
89557,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
89558,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89559,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89560,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89561,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89562,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89563,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89564,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
89565,13,Bronze Age,n/a,-2450,-801,Y
89566,5,Bronze Age,Early Bronze Age,-1750,-1651,Y
89569,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89574,5,Bronze Age,Early Bronze Age,-2000,-1601,Y
89575,5,Bronze Age,Early Bronze Age,-1800,-1601,Y
89576,5,Bronze Age,Early Bronze Age,-1800,-1601,Y
89578,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89579,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89580,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89581,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89584,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89585,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89586,13,Bronze Age,n/a,-2450,-1801,Y
89587,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89588,5,Bronze Age,Early Bronze Age,-1900,-1601,Y
89589,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89590,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
89591,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89592,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89597,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89601,3,Neolithic,Late Neolithic,-2900,-2451,Y
89602,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89603,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89604,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89605,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89606,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89607,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89609,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89610,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89611,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89612,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89613,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89614,1,Neolithic,Early Neolithic,-3650,-3301,Y
89615,1,Neolithic,Early Neolithic,-4000,-3351,Y
89616,1,Neolithic,Early Neolithic,-4000,-3351,Y
89617,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89618,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89619,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
89620,10,Iron Age,Late Iron Age,-100,42,Y
20500,13,Bronze Age,n/a,-2550,-1500,Y
20501,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20502,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20503,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20511,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20512,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20513,1,Neolithic,Early Neolithic,-4000,-3301,Y
20514,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20515,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
20516,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20517,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20523,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20524,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
20525,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
20526,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20528,1,Neolithic,Early Neolithic,-4000,-3301,Y
20529,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20530,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
20531,13,Bronze Age,n/a,-2450,-1501,Y
20532,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20533,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20534,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
20535,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20536,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20538,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
20539,13,Bronze Age,n/a,-1900,-1501,Y
20541,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20542,13,Bronze Age,n/a,-2450,-801,Y
20547,13,Bronze Age,n/a,-2450,-801,Y
20548,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20550,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20552,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20553,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
20545,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89675,13,Bronze Age,n/a,-1850,-1201,Y
89679,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89680,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89681,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89682,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89683,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89684,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89685,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89686,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89687,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89688,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89689,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89690,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89691,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89692,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89693,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89694,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89695,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89696,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89712,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89713,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89714,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89715,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89716,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89717,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89718,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89725,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89726,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89727,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89728,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89729,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89730,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89731,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89737,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89738,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89739,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89740,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89741,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89742,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89743,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89744,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89745,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89746,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89747,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89748,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89749,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89750,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89751,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89752,1,Neolithic,Early Neolithic,-4000,-3301,Y
89753,1,Neolithic,Early Neolithic,-4000,-3301,Y
89754,1,Neolithic,Early Neolithic,-4000,-3301,Y
89755,1,Neolithic,Early Neolithic,-4000,-3301,Y
89756,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89757,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89758,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89759,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89760,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89761,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89762,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89763,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89764,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89765,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89766,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89767,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89768,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89769,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89770,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89771,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89772,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89773,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89774,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89775,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89776,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89780,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89781,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89782,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89783,13,Bronze Age,n/a,-2450,-801,Y
89784,13,Bronze Age,n/a,-2450,-801,Y
89785,13,Bronze Age,n/a,-2450,-801,Y
89786,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89787,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89788,13,Bronze Age,n/a,-2450,-801,Y
89789,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89790,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89791,13,Bronze Age,n/a,-2450,-801,Y
89792,13,Bronze Age,n/a,-2450,-801,Y
89793,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89794,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89795,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89796,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89797,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89798,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89799,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89800,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89801,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89802,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89803,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89804,13,Bronze Age,n/a,-2450,-801,Y
89805,13,Bronze Age,n/a,-2450,-801,Y
89806,13,Bronze Age,n/a,-2450,-801,Y
89807,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89808,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89809,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89810,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89811,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89812,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89813,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89814,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89815,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89816,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89817,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89818,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89819,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89820,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89821,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89822,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89823,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89824,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89825,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89826,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89827,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89828,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89829,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89830,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89831,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89832,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89833,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89834,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89835,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89836,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89837,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89838,5,Bronze Age,Early Bronze Age,-2000,-1501,Y
89839,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89840,1,Neolithic,Early Neolithic,-4000,-3301,Y
89841,1,Neolithic,Early Neolithic,-4000,-3301,Y
89842,1,Neolithic,Early Neolithic,-4000,-3301,Y
89843,1,Neolithic,Early Neolithic,-4000,-3301,Y
89844,1,Neolithic,Early Neolithic,-4000,-3301,Y
89845,1,Neolithic,Early Neolithic,-4000,-3301,Y
89846,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89847,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89848,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89849,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89850,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89851,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89852,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89853,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89854,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89855,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
89856,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89857,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89858,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89859,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89860,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89861,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89862,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89863,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89864,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89865,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89866,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89867,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89868,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89869,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89870,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89871,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89872,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89873,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89874,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89875,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89876,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89877,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89878,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89879,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89880,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89881,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
89888,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89889,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89890,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89891,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89892,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89893,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89894,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89895,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89896,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89897,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89898,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89899,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89900,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89901,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89902,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89903,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89904,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89905,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89906,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89907,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89908,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89909,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
89910,13,Bronze Age,n/a,-1900,-1501,Y
89911,13,Bronze Age,n/a,-1900,-1501,Y
89912,13,Bronze Age,n/a,-1900,-1501,Y
89916,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89917,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89918,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89919,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89920,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89921,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89922,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89923,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89924,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89925,13,Bronze Age,n/a,-2450,-801,Y
89926,13,Bronze Age,n/a,-2450,-801,Y
89927,13,Bronze Age,n/a,-2450,-801,Y
89931,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89933,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89936,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89937,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89938,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89939,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89940,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89941,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89942,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89943,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89958,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89959,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89960,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89961,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89962,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89963,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89964,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89965,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89966,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89967,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89968,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89969,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89970,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89971,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89972,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89973,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89974,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89975,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
89976,13,Bronze Age,n/a,-2450,-2001,Y
89977,13,Bronze Age,n/a,-2347,-2039,Y
89978,13,Bronze Age,n/a,-2347,-2039,Y
89979,13,Bronze Age,n/a,-2347,-2039,Y
89980,4,Bronze Age,Beaker/Chalcolithic,-2290,-1970,Y
89981,4,Bronze Age,Beaker/Chalcolithic,-2290,-1970,Y
